koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag
0.0,0,1,1,0,0.643794198,6.29e-07,-6.29e-07,133.984483,0.000825,-0.000825,1.193,0.988,-0.016,1.5662,0.0466,-0.0466,456.7,10.1,-10.1,19.51,4.96,-1.55,2011.0,3852.91,2890.11,-963.37,53.7,5958.0,161.0,-179.0,4.561,0.042,-0.168,0.83,0.211,-0.066,15.103
1.0,0,0,0,0,3.215109385,7.879e-06,-7.879e-06,133.77747,0.00197,-0.00197,0.954,0.107,-0.712,4.365,0.112,-0.112,158.0,3.4,-3.4,1.54,0.19,-0.12,1155.0,421.21,151.7,-87.25,53.3,5541.0,100.0,-111.0,4.472,0.056,-0.104,0.934,0.117,-0.068,13.405
1.0,0,0,0,0,3.90863457,7.248e-06,-7.248e-06,133.92971,0.00147,-0.00147,0.111,0.335,-0.111,1.7704,0.0508,-0.0508,867.2,27.7,-27.7,1.86,0.13,-0.18,787.0,91.01,24.9,-25.15,36.6,4518.0,121.0,-134.0,4.613,0.052,-0.024,0.653,0.046,-0.063,15.646
1.0,0,0,0,0,4.780327581,8.52e-07,-8.52e-07,132.974086,0.000148,-0.000148,0.952,0.001,-0.002,2.0253,0.0139,-0.0139,960.8,3.9,-3.9,7.14,0.52,-0.31,1441.0,1020.05,223.43,-125.2,380.8,5937.0,83.0,-65.0,4.012,0.03,-0.03,1.787,0.132,-0.076,11.665
0.997,0,0,0,0,26.6757818,0.0001187,-0.0001187,149.99527,0.00402,-0.00402,0.713,0.259,-0.508,2.696,0.119,-0.119,474.8,26.4,-26.4,2.69,0.42,-0.47,630.0,37.15,15.56,-13.11,20.0,5467.0,82.0,-73.0,4.271,0.18,-0.12,1.152,0.18,-0.2,14.467
1.0,0,0,0,0,3.289726319,8.626e-06,-8.626e-06,131.75522,0.00211,-0.00211,0.052,0.391,-0.052,2.3274,0.0662,-0.0662,234.9,9.9,-9.9,1.37,0.16,-0.08,1116.0,367.18,122.47,-60.02,27.0,5463.0,82.0,-73.0,4.492,0.045,-0.098,0.91,0.11,-0.055,14.866
0.0,0,1,0,0,37.601661282,5.79e-06,-5.79e-06,194.713383,0.000123,-0.000123,0.408,0.004,-0.005,8.30604,0.00855,-0.00855,59130.0,43.7,-43.7,27.22,8.22,-4.42,606.0,31.86,28.15,-12.3,1667.3,6140.0,164.0,-201.0,4.354,0.124,-0.201,1.096,0.331,-0.178,15.505
1.0,0,0,0,0,4.311780262,4.342e-06,-4.342e-06,173.576483,0.000848,-0.000848,0.196,0.221,-0.196,2.7251,0.0314,-0.0314,1154.0,15.0,-15.0,3.11,0.39,-0.21,1038.0,274.84,91.4,-49.59,86.1,5527.0,74.0,-83.0,4.484,0.04,-0.112,0.927,0.115,-0.062,15.604
0.937,0,0,0,0,16.6146221,0.0001311,-0.0001311,137.33276,0.00675,-0.00675,0.017,0.439,-0.017,2.706,0.223,-0.223,361.2,37.7,-37.7,1.49,0.23,-0.15,604.0,31.48,15.58,-8.76,10.6,5295.0,159.0,-143.0,4.548,0.052,-0.097,0.8,0.122,-0.082,15.46
0.98,0,0,0,0,6.12479773,3.239e-05,-3.239e-05,134.93803,0.00428,-0.00428,0.79,0.037,-0.545,3.466,0.122,-0.122,129.3,6.9,-6.9,1.51,0.26,-0.24,1140.0,399.43,195.49,-139.86,20.1,6052.0,121.0,-133.0,4.285,0.137,-0.112,1.202,0.208,-0.189,13.268
0.953,0,0,0,0,3.15722086,1.947e-05,-1.947e-05,131.69915,0.0048,-0.0048,0.001,0.455,-0.001,3.762,0.143,-0.143,49.7,3.2,-3.2,1.41,0.33,-0.57,1791.0,2436.47,1766.22,-1678.55,17.4,6120.0,195.0,-217.0,3.934,0.398,-0.133,2.0,0.467,-0.801,13.266
0.999,0,0,0,0,13.93291548,4.459e-05,-4.459e-05,139.41058,0.00258,-0.00258,0.908,0.031,-0.618,2.6239,0.0714,-0.0714,131.6,5.1,-5.1,1.66,0.29,-0.19,852.0,124.53,61.3,-35.53,28.9,6026.0,121.0,-133.0,4.321,0.088,-0.121,1.207,0.21,-0.14,11.538
0.991,0,0,0,0,23.6223571,0.0005363,-0.0005363,146.9643,0.0195,-0.0195,0.369,0.098,-0.369,6.852,0.542,-0.542,57.0,5.8,-5.8,1.07,0.22,-0.27,797.0,95.35,59.89,-48.03,11.4,6144.0,170.0,-170.0,4.149,0.216,-0.126,1.393,0.29,-0.355,13.341
0.0,0,1,0,0,75.13194883,1.271e-05,-1.271e-05,184.429462,0.000134,-0.000134,0.487,0.001,-0.001,20.8729,0.00883,-0.00883,122370.0,41.9,-41.9,26.21,3.74,-2.3,359.0,3.94,1.84,-1.0,3625.5,5365.0,160.0,-144.0,4.586,0.052,-0.078,0.729,0.104,-0.064,14.658
0.992,0,0,0,0,16.25951967,9.871e-05,-9.871e-05,144.53203,0.00555,-0.00555,0.374,0.067,-0.374,3.854,0.146,-0.146,129.5,7.1,-7.1,1.72,0.3,-0.37,880.0,142.1,68.46,-61.14,19.6,5966.0,107.0,-119.0,4.169,0.162,-0.108,1.499,0.262,-0.321,13.749
0.427,0,0,0,0,219.20579,0.01466,-0.01466,327.891,0.038,-0.038,0.517,0.007,-0.467,14.5,1.5,-1.5,207.8,16.7,-16.7,2.66,0.85,-0.56,456.0,10.18,9.55,-4.89,15.2,6990.0,194.0,-305.0,4.115,0.148,-0.181,1.785,0.567,-0.378,12.449
1.0,0,0,0,0,2.711504086,3.8e-06,-3.8e-06,170.03417,0.00111,-0.00111,0.023,0.405,-0.023,3.0099,0.0423,-0.0423,837.5,14.5,-14.5,3.12,1.02,-0.34,1420.0,960.79,931.74,-309.76,64.5,6214.0,174.0,-239.0,4.442,0.054,-0.216,1.076,0.353,-0.118,15.541
0.986,0,0,0,0,16.08832318,8.779e-05,-8.779e-05,139.49184,0.00433,-0.00433,0.648,0.29,-0.43,5.731,0.143,-0.143,597.8,19.7,-19.7,3.42,0.58,-0.58,875.0,138.64,66.48,-50.36,31.3,6157.0,123.0,-123.0,4.224,0.149,-0.108,1.33,0.225,-0.225,15.319
0.619,0,0,0,0,0.849362238,4.803e-06,-4.803e-06,132.14191,0.00472,-0.00472,0.453,0.53,-0.256,1.36,0.115,-0.115,114.9,11.6,-11.6,0.85,0.08,-0.06,1498.0,1190.04,473.29,-295.91,11.9,4973.0,179.0,-179.0,4.595,0.02,-0.08,0.788,0.08,-0.053,15.357
0.973,0,0,0,0,24.2758992,0.0002426,-0.0002426,152.43133,0.00897,-0.00897,0.441,0.505,-0.239,4.59,0.209,-0.209,702.2,45.0,-45.0,2.25,0.56,-0.2,580.0,26.68,20.49,-7.5,17.0,5745.0,181.0,-201.0,4.559,0.042,-0.168,0.837,0.209,-0.075,15.48
1.0,0,0,0,0,20.34237838,5.571e-05,-5.571e-05,137.6952,0.00235,-0.00235,0.826,0.134,-0.595,2.3351,0.0764,-0.0764,564.6,22.6,-22.6,2.88,0.44,-0.36,667.0,46.93,18.79,-12.9,28.7,5514.0,74.0,-74.0,4.345,0.132,-0.108,1.071,0.163,-0.134,14.775
1.0,0,0,0,0,5.349553819,8.834e-06,-8.834e-06,171.80694,0.00127,-0.00127,0.092,0.369,-0.092,3.0278,0.0471,-0.0471,831.0,14.8,-14.8,2.55,0.16,-0.24,919.0,168.99,34.66,-38.48,60.6,5185.0,85.0,-77.0,4.44,0.098,-0.045,0.91,0.057,-0.086,15.416
0.887,0,0,0,0,24.2204192,0.000194,-0.000194,146.42459,0.00624,-0.00624,0.032,0.422,-0.032,3.271,0.226,-0.226,806.3,67.4,-67.4,2.1,0.33,-0.15,505.0,15.43,8.06,-3.66,14.0,5165.0,170.0,-154.0,4.599,0.026,-0.097,0.761,0.119,-0.055,15.911
0.98,0,0,0,0,406.496216,0.007638,-0.007638,325.9025,0.0174,-0.0174,0.5052,0.0318,-0.4452,3.495,0.607,-0.607,380.2,58.6,-58.6,1.77,0.76,-0.15,236.0,0.73,0.93,-0.18,6.9,5847.0,151.0,-159.0,4.525,0.035,-0.303,0.884,0.383,-0.073,13.893
0.0,1,0,1,1,12.4258252,0.0002465,-0.0002465,141.5229,0.0155,-0.0155,0.689,0.234,-0.468,21.841,0.372,-0.372,130.2,5.0,-5.0,1.27,0.4,-0.17,822.0,108.1,103.86,-39.02,30.0,5968.0,184.0,-226.0,4.426,0.072,-0.203,1.048,0.333,-0.143,14.332
0.073,0,0,1,0,6.71725648,1.155e-05,-1.155e-05,170.99733,0.00137,-0.00137,0.163,0.311,-0.163,2.5207,0.0447,-0.0447,272.7,6.3,-6.3,2.78,0.5,-0.6,1264.0,603.71,303.75,-266.08,49.1,6078.0,122.0,-134.0,4.094,0.174,-0.116,1.683,0.3,-0.367,13.319
0.0,0,1,0,0,44.258173075,7.563e-06,-7.563e-06,188.495537,0.000127,-0.000127,0.815,0.001,-0.001,7.58264,0.00849,-0.00849,20542.0,22.1,-22.1,37.38,7.04,-13.06,845.0,120.38,67.07,-74.8,1282.3,6544.0,162.0,-179.0,3.839,0.292,-0.097,2.326,0.438,-0.813,13.204
0.991,0,0,0,0,38.6715843,0.0002103,-0.0002103,157.61988,0.00482,-0.00482,0.773,0.143,-0.532,5.532,0.148,-0.148,599.3,26.8,-26.8,2.45,0.83,-0.38,502.0,15.03,15.04,-5.49,25.2,5432.0,159.0,-159.0,4.42,0.147,-0.273,0.913,0.306,-0.141,14.94
0.98,1,0,0,0,361.91436,0.05101,-0.05101,241.7138,0.0231,-0.0231,0.6901,0.2651,-0.4772,8.68,1.2,-1.2,228.2,32.7,-32.7,1.84,0.76,-0.29,297.0,1.84,2.28,-0.72,13.0,6247.0,192.0,-231.0,4.309,0.139,-0.251,1.147,0.469,-0.184,13.971
0.0,0,1,0,0,6.337614357,2.774e-06,-2.774e-06,170.189414,0.000351,-0.000351,0.972,0.05,-0.026,1.742,0.0352,-0.0352,1807.4,19.2,-19.2,9.57,2.64,-2.63,1351.0,787.89,645.7,-429.98,132.7,6581.0,187.0,-234.0,4.138,0.22,-0.16,1.536,0.423,-0.423,13.406
0.0,0,0,1,1,2.42803503,4.19e-05,-4.19e-05,133.5931,0.0148,-0.0148,0.057,0.399,-0.057,3.045,0.513,-0.513,73.8,10.4,-10.4,0.85,0.24,-0.07,1516.0,1249.87,1047.72,-307.98,8.8,6609.0,157.0,-196.0,4.484,0.036,-0.204,0.974,0.286,-0.076,14.049
1.0,0,0,0,0,6.481633073,6.004e-06,-6.004e-06,122.977657,0.000755,-0.000755,0.833,0.021,-0.576,3.784,0.0339,-0.0339,298.5,2.7,-2.7,2.54,0.11,-0.12,1145.0,406.25,58.56,-52.79,125.6,5945.0,71.0,-71.0,4.213,0.033,-0.027,1.302,0.058,-0.058,12.365
0.0,0,0,1,0,1.2940561,0.0005097,-0.0005097,131.861,0.119,-0.119,0.394,0.107,-0.394,0.97,2.7,-2.7,51.2,10.8,-10.8,5.27,1.61,-2.62,4465.0,93976.84,82006.38,-73665.98,6.4,6635.0,157.0,-255.0,3.092,0.435,-0.145,7.146,2.186,-3.553,12.855
0.0,0,1,0,0,16.66216657,1.727e-05,-1.727e-05,142.186468,0.000839,-0.000839,7.444,66.78,-6.476,3.8762,0.0409,-0.0409,27442.0,286.0,-286.0,843.45,280.7,-93.8,834.0,114.41,108.82,-34.34,114.5,6440.0,153.0,-192.0,4.38,0.068,-0.216,1.169,0.389,-0.13,13.344
0.0,0,1,0,0,120.58167178,2.55e-05,-2.55e-05,248.238772,0.000175,-0.000175,0.845,0.064,-0.068,8.2904,0.0128,-0.0128,192900.0,202.0,-202.0,41.71,6.5,-3.04,291.0,1.7,0.92,-0.43,1184.8,5294.0,190.0,-190.0,4.651,0.03,-0.09,0.673,0.105,-0.049,15.777
0.415,0,0,0,0,12.69104387,2.298e-05,-2.298e-05,137.12594,0.00149,-0.00149,0.008,0.389,-0.007,3.7727,0.0452,-0.0452,252.1,4.6,-4.6,2.57,0.4,-0.65,1008.0,244.3,109.11,-118.87,60.2,5869.0,117.0,-117.0,4.024,0.21,-0.105,1.626,0.254,-0.413,12.935
1.0,0,0,0,0,10.00506974,9.309e-05,-9.309e-05,136.83029,0.00853,-0.00853,0.148,0.305,-0.148,3.481,0.244,-0.244,143.3,14.1,-14.1,1.11,0.3,-0.15,849.0,122.48,99.12,-41.68,11.4,5912.0,158.0,-175.0,4.453,0.098,-0.182,0.924,0.255,-0.127,14.634
0.0,0,0,1,1,17.7337356,0.0002208,-0.0002208,143.9223,0.0113,-0.0113,0.514,0.426,-0.302,5.558,0.385,-0.385,217.3,15.5,-15.5,1.24,0.23,-0.09,597.0,29.95,16.89,-7.07,17.0,5335.0,159.0,-143.0,4.56,0.032,-0.128,0.831,0.149,-0.064,14.625
0.0,0,1,0,0,10.78438513,3.424e-05,-3.424e-05,141.40685,0.00274,-0.00274,1.18,6.83,-0.363,1.408,0.164,-0.164,233.6,19.3,-19.3,75.04,22.09,-51.56,1397.0,900.7,834.63,-824.37,15.6,5575.0,198.0,-198.0,3.516,0.832,-0.208,3.515,1.035,-2.415,13.638
1.0,0,0,0,0,2.426304127,2.398e-06,-2.398e-06,170.455517,0.000821,-0.000821,0.694,0.177,-0.455,2.6624,0.028,-0.028,185.4,2.2,-2.2,1.41,0.21,-0.08,1302.0,679.12,293.1,-123.5,97.0,5678.0,102.0,-124.0,4.484,0.03,-0.12,0.97,0.15,-0.053,12.52
0.98,1,0,0,0,363.35755,0.01792,-0.01792,135.9933,0.0364,-0.0364,0.0406,0.418,-0.0404,19.85,1.8,-1.8,395.3,39.9,-39.9,3.45,2.7,-1.98,305.0,2.05,5.23,-1.72,13.9,5086.0,138.0,-137.0,3.89,0.676,-0.416,1.783,1.398,-1.025,14.661
0.0,0,1,0,0,170.8658492,0.000125,-0.000125,299.660385,0.000534,-0.000534,0.684,0.003,-0.003,16.9895,0.0343,-0.0343,29841.0,40.3,-40.3,24.4,3.85,-4.3,387.0,5.33,2.4,-1.99,897.0,5989.0,119.0,-119.0,4.221,0.149,-0.108,1.324,0.209,-0.233,14.412
0.592,0,0,0,0,11.7201693,0.0002292,-0.0002292,136.1871,0.0177,-0.0177,0.292,0.175,-0.292,2.399,0.307,-0.307,154.4,27.8,-27.8,1.34,0.46,-0.15,870.0,135.43,140.92,-45.89,7.5,6193.0,194.0,-259.0,4.434,0.056,-0.224,1.067,0.366,-0.122,15.171
0.98,0,1,1,0,55.7002642,0.0009716,-0.0009716,152.6957,0.013,-0.013,0.2976,0.1465,-0.2976,4.285,0.529,-0.529,332.7,37.4,-37.4,1.18,0.05,-0.11,309.0,2.14,0.53,-0.57,10.8,4267.0,135.0,-138.0,4.608,0.049,-0.018,0.67,0.033,-0.058,14.807
1.0,0,0,0,0,7.0106324,1.362e-05,-1.362e-05,174.57542,0.00155,-0.00155,0.683,0.046,-0.48,3.0688,0.0488,-0.0488,327.3,7.2,-7.2,1.5,0.08,-0.07,738.0,70.32,14.39,-11.12,48.7,4908.0,98.0,-98.0,4.567,0.028,-0.045,0.782,0.043,-0.035,13.448
1.0,0,0,0,0,21.67699193,7.01e-05,-7.01e-05,171.53594,0.00258,-0.00258,0.896,0.01,-0.663,3.4555,0.0656,-0.0656,857.2,27.1,-27.1,2.95,0.12,-0.23,530.0,18.64,2.78,-3.8,34.3,4954.0,79.0,-79.0,4.5,0.075,-0.02,0.828,0.032,-0.065,15.377
1.0,0,0,0,0,1.52373073,2.497e-06,-2.497e-06,131.61813,0.00136,-0.00136,0.942,0.058,-0.679,1.4796,0.0342,-0.0342,364.7,13.1,-13.1,1.26,0.09,-0.12,818.0,105.95,24.06,-27.15,34.1,3746.0,75.0,-83.0,4.736,0.053,-0.025,0.51,0.033,-0.05,15.313
0.993,0,0,0,0,33.1362861,0.0002392,-0.0002392,169.50676,0.00583,-0.00583,0.791,0.147,-0.538,4.163,0.18,-0.18,825.2,54.0,-54.0,2.05,0.08,-0.1,357.0,3.86,0.67,-0.65,16.3,4245.0,85.0,-85.0,4.641,0.027,-0.02,0.637,0.026,-0.032,15.673
0.952,0,0,0,0,15.79196594,3.514e-05,-3.514e-05,176.81888,0.00164,-0.00164,0.032,0.392,-0.032,7.2772,0.0483,-0.0483,203.1,2.9,-2.9,2.4,0.11,-0.17,910.0,161.97,25.89,-28.17,77.3,5758.0,77.0,-68.0,4.072,0.033,-0.027,1.704,0.083,-0.118,11.696
1.0,0,0,0,0,20.7106368,0.0002187,-0.0002187,140.89982,0.00883,-0.00883,0.604,0.365,-0.391,2.693,0.27,-0.27,142.5,15.8,-15.8,1.12,0.3,-0.13,626.0,36.18,29.35,-10.81,11.0,5631.0,169.0,-152.0,4.478,0.075,-0.175,0.901,0.242,-0.104,14.18
1.0,0,0,0,0,3.936993144,4.457e-06,-4.457e-06,169.650592,0.000903,-0.000903,0.801,0.08,-0.555,1.887,0.0387,-0.0387,1266.0,24.6,-24.6,3.36,0.74,-0.25,1004.0,240.16,162.89,-57.82,59.3,5431.0,164.0,-164.0,4.563,0.029,-0.152,0.843,0.186,-0.062,15.063
0.981,0,0,0,0,5.30873978,4.55e-05,-4.55e-05,134.25061,0.0064,-0.0064,0.173,0.275,-0.173,3.018,0.175,-0.175,127.5,9.1,-9.1,1.08,0.33,-0.12,1042.0,279.21,254.05,-82.77,16.7,5914.0,158.0,-193.0,4.483,0.054,-0.216,0.955,0.297,-0.099,14.699
0.953,0,0,0,0,7.87845756,8.424e-05,-8.424e-05,138.58644,0.00901,-0.00901,0.562,0.007,-0.481,3.912,0.272,-0.272,44.1,4.6,-4.6,0.78,0.11,-0.14,989.0,226.11,94.9,-84.05,10.5,5767.0,115.0,-104.0,4.287,0.162,-0.108,1.135,0.165,-0.202,13.455
0.0,0,1,0,0,0.98041685,4.941e-06,-4.941e-06,131.78321,0.00401,-0.00401,0.446,0.032,-0.446,0.919,0.26,-0.26,105.7,16.6,-16.6,0.75,0.07,-0.07,1388.0,880.5,274.23,-241.01,8.8,4861.0,131.0,-146.0,4.572,0.06,-0.035,0.722,0.062,-0.068,14.484
0.997,0,0,0,0,11.30123036,7.531e-05,-7.531e-05,134.91855,0.00483,-0.00483,0.117,0.329,-0.117,4.022,0.142,-0.142,277.1,16.6,-16.6,1.85,0.28,-0.23,852.0,124.42,49.34,-33.76,18.5,5730.0,77.0,-77.0,4.34,0.11,-0.11,1.122,0.169,-0.138,14.981
0.0,0,1,0,0,56.40651043,2.278e-05,-2.278e-05,138.309825,0.000338,-0.000338,0.625,0.002,-0.002,18.4332,0.0177,-0.0177,102290.0,99.0,-99.0,21.93,2.14,-1.96,358.0,3.87,1.47,-1.09,1597.3,5011.0,174.0,-174.0,4.617,0.066,-0.044,0.647,0.063,-0.058,15.681
1.0,0,0,0,0,8.45746636,3.053e-05,-3.053e-05,133.87132,0.00298,-0.00298,0.209,0.253,-0.209,2.2906,0.0941,-0.0941,1320.3,67.4,-67.4,1.87,0.16,-0.16,540.0,20.08,6.25,-5.4,21.8,4347.0,117.0,-143.0,4.73,0.05,-0.041,0.524,0.045,-0.045,15.862
0.0,0,1,1,0,29.47316279,3.685e-05,-3.685e-05,154.89251,0.00102,-0.00102,1.362,0.121,-0.275,6.4327,0.0465,-0.0465,12568.0,83.2,-83.2,48.98,15.18,-4.75,565.0,24.07,22.7,-7.04,179.3,5838.0,184.0,-204.0,4.529,0.037,-0.2,0.897,0.278,-0.087,15.957
0.98,0,0,0,0,176.845697,0.002753,-0.002753,197.27794,0.00863,-0.00863,1.4653,0.1179,-0.5462,3.812,0.923,-0.923,431.6,87.1,-87.1,42.05,18.73,-3.9,291.0,1.69,2.38,-0.46,7.7,5592.0,205.0,-169.0,4.541,0.051,-0.272,0.797,0.355,-0.074,14.182
0.992,0,0,0,0,2.81043228,2.115e-05,-2.115e-05,133.40821,0.00607,-0.00607,0.351,0.115,-0.351,3.874,0.185,-0.185,47.4,3.1,-3.1,1.43,0.24,-0.39,1701.0,1978.53,885.15,-986.59,17.8,5415.0,81.0,-72.0,3.868,0.196,-0.084,2.079,0.349,-0.567,13.388
1.0,0,0,0,0,8.710442022,7.906e-06,-7.906e-06,134.614376,0.000779,-0.000779,0.935,0.038,-0.679,0.9425,0.0373,-0.0373,1196.4,42.0,-42.0,3.61,0.76,-0.3,760.0,78.75,50.55,-20.15,42.6,5416.0,160.0,-160.0,4.575,0.034,-0.136,0.809,0.169,-0.068,14.816
1.0,0,0,0,0,30.5231459,6.607e-05,-6.607e-05,146.85072,0.00176,-0.00176,1.06,69.68,-0.391,2.7286,0.0888,-0.0888,2212.3,67.8,-67.8,11.26,2.33,-1.0,506.0,15.46,9.93,-4.09,38.7,5518.0,166.0,-166.0,4.585,0.034,-0.136,0.79,0.164,-0.07,15.841
0.0,0,0,1,1,1.303859704,4.545e-06,-4.545e-06,134.21201,0.0033,-0.0033,0.674,0.239,-0.429,2.8239,0.0829,-0.0829,36.7,1.3,-1.3,0.98,0.2,-0.25,2393.0,7759.2,4785.96,-3960.18,34.7,6802.0,183.0,-224.0,4.103,0.221,-0.119,1.521,0.313,-0.383,11.558
1.0,0,0,0,0,9.17617167,3.418e-05,-3.418e-05,138.71393,0.00304,-0.00304,0.107,0.324,-0.107,4.2642,0.0897,-0.0897,206.9,6.5,-6.5,1.66,0.26,-0.24,960.0,200.99,89.44,-64.92,34.3,5903.0,106.0,-117.0,4.3,0.15,-0.1,1.156,0.185,-0.166,13.797
0.0,0,0,0,0,29.481061268,9.6e-06,-9.6e-06,134.22446,0.000261,-0.000261,0.983,0.099,-0.053,3.6636,0.0234,-0.0234,11871.0,48.3,-48.3,16.61,4.49,-3.01,571.0,25.1,20.52,-10.19,332.0,5631.0,169.0,-169.0,4.41,0.171,-0.209,0.901,0.244,-0.163,15.135
1.0,0,0,0,0,2.12821621,1.115e-05,-1.115e-05,132.48055,0.00426,-0.00426,0.098,0.354,-0.098,3.146,0.106,-0.106,25.9,1.3,-1.3,0.7,0.02,-0.03,1668.0,1831.55,199.3,-252.46,22.1,5952.0,71.0,-83.0,4.227,0.014,-0.016,1.377,0.039,-0.062,11.126
0.992,0,0,0,0,62.596544,0.001064,-0.001064,185.9931,0.0118,-0.0118,0.246,0.209,-0.246,11.477,0.487,-0.487,223.1,16.3,-16.3,2.25,0.39,-0.48,559.0,23.01,10.42,-9.48,15.5,5934.0,80.0,-80.0,4.173,0.162,-0.122,1.509,0.262,-0.32,14.451
0.991,0,0,0,0,17.79108667,4.413e-05,-4.413e-05,149.25344,0.00197,-0.00197,0.654,0.037,-0.495,2.662,0.0593,-0.0593,414.2,11.3,-11.3,2.88,0.47,-0.64,830.0,112.09,48.4,-47.0,39.8,5855.0,79.0,-70.0,4.148,0.195,-0.105,1.34,0.221,-0.294,13.8
0.995,0,0,0,0,10.66489514,4.548e-05,-4.548e-05,132.00872,0.00344,-0.00344,0.308,0.15,-0.308,3.159,0.109,-0.109,292.6,13.1,-13.1,1.76,0.57,-0.23,865.0,132.15,131.05,-45.49,25.3,6014.0,190.0,-211.0,4.436,0.072,-0.217,1.021,0.333,-0.133,14.651
1.0,0,0,0,0,11.55103848,2.567e-05,-2.567e-05,134.90803,0.00177,-0.00177,0.493,0.427,-0.292,3.3601,0.059,-0.059,402.8,9.2,-9.2,2.17,0.34,-0.2,845.0,120.76,52.67,-28.79,49.8,5907.0,105.0,-117.0,4.395,0.08,-0.12,1.058,0.166,-0.097,14.138
1.0,0,0,0,0,6.770300385,9.537e-06,-9.537e-06,170.57662,0.00108,-0.00108,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,1304.0,29.7,-29.7,2.77,0.46,-0.15,812.0,102.87,53.88,-21.24,50.8,5653.0,166.0,-166.0,4.656,0.028,-0.112,0.679,0.112,-0.037,15.591
0.987,0,0,0,0,14.7401061,0.0002296,-0.0002296,133.5305,0.0118,-0.0118,0.116,0.321,-0.116,5.637,0.383,-0.383,238.0,26.9,-26.9,1.48,0.41,-0.15,750.0,74.65,62.44,-21.67,10.3,5999.0,180.0,-198.0,4.494,0.048,-0.192,0.959,0.266,-0.095,15.479
0.914,0,0,0,0,17.8007815,0.0002524,-0.0002524,134.3839,0.0104,-0.0104,0.928,0.001,-0.718,6.547,0.251,-0.251,44.5,3.6,-3.6,1.02,0.17,-0.1,816.0,105.04,47.61,-26.28,14.2,6240.0,111.0,-136.0,4.326,0.063,-0.117,1.252,0.205,-0.119,12.018
0.98,0,0,0,0,9.0194714,0.0004334,-0.0004334,139.9234,0.0379,-0.0379,0.2805,0.1828,-0.2803,5.92,0.866,-0.866,191.6,31.2,-31.2,1.07,0.47,-0.08,789.0,91.74,123.05,-21.87,7.2,5775.0,194.0,-172.0,4.59,0.031,-0.278,0.768,0.332,-0.056,15.514
0.0,0,0,1,1,8.48031229,3.933e-05,-3.933e-05,135.85319,0.0038,-0.0038,0.951,0.007,-0.666,7.105,0.218,-0.218,351.1,10.3,-10.3,2.58,0.77,-0.42,952.0,193.86,169.51,-74.22,37.3,5910.0,158.0,-193.0,4.364,0.128,-0.192,1.078,0.322,-0.173,14.613
1.0,0,0,0,0,4.11585514,1.16e-05,-1.16e-05,134.11726,0.00241,-0.00241,0.807,0.019,-0.57,1.4858,0.0825,-0.0825,425.8,24.9,-24.9,1.93,0.13,-0.2,895.0,151.55,40.56,-43.89,20.8,4827.0,129.0,-144.0,4.508,0.084,-0.07,0.823,0.056,-0.086,15.141
1.0,0,0,0,0,0.664074145,1.528e-06,-1.528e-06,133.40285,0.00172,-0.00172,0.525,0.38,-0.317,1.0925,0.0599,-0.0599,212.6,12.0,-12.0,1.19,0.16,-0.09,1703.0,1998.48,894.59,-478.26,20.9,5178.0,155.0,-139.0,4.585,0.024,-0.102,0.797,0.107,-0.063,15.645
1.0,0,0,0,0,6.33125228,3.802e-05,-3.802e-05,137.14149,0.00482,-0.00482,0.094,0.37,-0.094,2.688,0.15,-0.15,306.6,21.8,-21.8,1.31,0.23,-0.1,822.0,108.04,59.23,-26.06,16.2,5383.0,159.0,-159.0,4.603,0.035,-0.112,0.759,0.132,-0.057,15.411
1.0,0,0,0,0,1.025857984,1.051e-06,-1.051e-06,131.655621,0.000841,-0.000841,0.779,0.137,-0.579,0.8069,0.0351,-0.0351,270.7,10.2,-10.2,1.57,0.08,-0.1,1520.0,1264.7,226.59,-228.03,36.0,5123.0,82.0,-82.0,4.501,0.066,-0.038,0.847,0.044,-0.055,14.413
0.0,0,1,0,0,0.498434645,9.04e-07,-9.04e-07,131.57053,0.00155,-0.00155,0.288,0.171,-0.288,0.955,0.0604,-0.0604,239.2,11.8,-11.8,1.08,0.1,-0.08,1676.0,1873.28,616.96,-457.57,26.8,4784.0,129.0,-143.0,4.618,0.028,-0.052,0.708,0.066,-0.054,15.397
0.0,0,0,1,1,1.33259494,2.52e-05,-2.52e-05,132.0286,0.0156,-0.0156,0.104,0.351,-0.104,2.783,0.509,-0.509,92.7,14.8,-14.8,0.89,0.26,-0.09,1665.0,1814.46,1598.7,-529.03,7.8,6063.0,163.0,-199.0,4.51,0.05,-0.2,0.918,0.276,-0.092,15.165
