# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 29 07:06:51 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6616218,K01692.01,Kepler-314 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.960400011,4.3900000e-06,-4.3900000e-06,137.2651710,6.360000e-04,-6.360000e-04,0.8000,0.0770,-0.5530,2.86170,0.04410,-0.04410,8.2830e+02,7.300e+00,-7.300e+00,2.85,3.300e-01,-1.200e-01,890.0,,,148.26,50.61,-22.66,126.10,1,q1_q17_dr25_tce,5418.00,98.00,-108.00,4.534,0.024,-0.102,0.8860,0.1040,-0.0370,294.674100,42.075581,12.557
7761545,K01472.01,Kepler-857 b,CONFIRMED,CANDIDATE,0.9360,0,0,0,0,85.351487500,1.0290000e-04,-1.0290000e-04,161.0076080,9.390000e-04,-9.390000e-04,0.0520,0.2270,-0.0520,6.75040,0.04040,-0.04040,4.6747e+03,3.660e+01,-3.660e+01,6.31,8.600e-01,-3.600e-01,390.0,,,5.44,1.96,-0.89,142.80,1,q1_q17_dr25_tce,5584.00,75.00,-83.00,4.478,0.045,-0.113,0.9380,0.1270,-0.0540,294.632390,43.400471,15.061
7499398,K01473.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,23.020284780,2.7650000e-05,-2.7650000e-05,357.7861240,8.370000e-04,-8.370000e-04,0.7940,0.0070,-0.4200,3.54400,0.13100,-0.13100,5.0778e+03,6.270e+01,-6.270e+01,7.58,2.110e+00,-7.100e-01,604.0,,,31.40,26.25,-9.06,97.20,1,q1_q17_dr25_tce,5613.00,166.00,-200.00,4.496,0.048,-0.192,0.9560,0.2660,-0.0890,280.360230,43.123680,15.573
12365184,K01474.01,Kepler-419 b,CONFIRMED,CANDIDATE,0.9850,0,0,0,0,69.726466390,2.3800000e-05,-2.3800000e-05,196.0932430,2.760000e-04,-2.760000e-04,0.0190,0.1490,-0.0190,3.71770,0.01080,-0.01080,4.4912e+03,1.740e+01,-1.740e+01,11.65,2.120e+00,-2.120e+00,613.0,,,33.30,15.50,-12.14,300.70,1,q1_q17_dr25_tce,6430.00,77.00,-83.00,4.107,0.149,-0.122,1.7310,0.3150,-0.3150,295.417880,51.184761,13.005
4770365,K01475.01,Kepler-1669 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.609321941,3.0440000e-06,-3.0440000e-06,178.9417800,1.580000e-03,-1.580000e-03,0.0160,0.4630,-0.0160,1.60670,0.05050,-0.05050,7.2850e+02,2.440e+01,-2.440e+01,1.57,7.000e-02,-8.000e-02,958.0,,,199.28,36.07,-33.23,35.30,1,q1_q17_dr25_tce,4224.00,84.00,-84.00,4.662,0.025,-0.020,0.6030,0.0270,-0.0300,297.430390,39.847839,15.937
4770365,K01475.02,Kepler-1669 b,CONFIRMED,CANDIDATE,0.9750,0,0,0,0,9.512200460,3.2100000e-05,-3.2100000e-05,185.4789300,2.960000e-03,-2.960000e-03,0.1330,0.3370,-0.1330,2.94970,0.08370,-0.08370,1.1694e+03,4.020e+01,-4.020e+01,1.99,8.000e-02,-1.000e-01,530.0,,,18.66,3.38,-3.11,31.90,2,q1_q17_dr25_tce,4224.00,84.00,-84.00,4.662,0.025,-0.020,0.6030,0.0270,-0.0300,297.430390,39.847839,15.937
4770365,K01475.03,Kepler-1669 d,CONFIRMED,CANDIDATE,0.9870,0,0,0,0,4.729411770,3.0750000e-05,-3.0750000e-05,132.9387100,5.480000e-03,-5.480000e-03,0.2360,0.2340,-0.2360,2.23400,0.15600,-0.15600,4.3430e+02,3.370e+01,-3.370e+01,1.22,5.000e-02,-6.000e-02,669.0,,,47.30,8.56,-7.89,14.60,3,q1_q17_dr25_tce,4224.00,84.00,-84.00,4.662,0.025,-0.020,0.6030,0.0270,-0.0300,297.430390,39.847839,15.937
10748390,K00003.01,Kepler-3 b,CONFIRMED,CANDIDATE,0.9130,0,0,0,0,4.887803076,4.6600000e-07,-4.6600000e-07,124.8130808,7.510000e-05,-7.510000e-05,0.0540,0.1450,-0.0540,2.36255,0.00466,-0.00466,4.3158e+03,6.100e+00,-6.100e+00,4.82,1.700e-01,-1.800e-01,800.0,,,96.67,14.91,-13.89,862.30,1,q1_q17_dr25_tce,4778.00,86.00,-95.00,4.591,0.015,-0.036,0.7630,0.0280,-0.0280,297.709350,48.080853,9.174
11804465,K00020.01,Kepler-12 b,CONFIRMED,CANDIDATE,0.7610,0,0,0,0,4.437962934,1.7100000e-07,-1.7100000e-07,171.0091259,2.880000e-05,-2.880000e-05,0.0690,0.0070,-0.0500,4.69813,0.00079,-0.00079,1.6388e+04,5.300e+00,-5.300e+00,18.05,2.920e+00,-3.570e+00,1338.0,,,757.65,339.17,-311.08,3535.60,1,q1_q17_dr25_tce,5953.00,105.00,-129.00,4.175,0.168,-0.112,1.4150,0.2290,-0.2800,286.243440,50.040379,13.438
9663113,K00179.01,Kepler-458 c,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,20.740286450,2.9650000e-05,-2.9650000e-05,142.8000300,1.120000e-03,-1.120000e-03,0.4310,0.0370,-0.3630,10.39390,0.06260,-0.06260,1.0233e+03,7.500e+00,-7.500e+00,4.24,7.500e-01,-5.700e-01,798.0,,,95.68,46.87,-29.35,155.30,1,q1_q17_dr25_tce,6226.00,112.00,-124.00,4.264,0.115,-0.115,1.2990,0.2310,-0.1730,297.045410,46.328701,13.955
5649956,K01540.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.207852845,6.2400000e-07,-6.2400000e-07,178.2142000,4.110000e-04,-4.110000e-04,1.1130,3.2620,-0.1480,3.58020,0.03280,-0.03280,4.9720e+04,2.950e+02,-2.950e+02,38.59,8.190e+00,-4.110e+00,1539.0,,,1331.31,897.48,-391.37,205.90,1,q1_q17_dr25_tce,5601.00,186.00,-169.00,4.533,0.070,-0.130,0.7970,0.1690,-0.0850,299.103270,40.849300,15.559
4840513,K01541.01,,FALSE POSITIVE,FALSE POSITIVE,0.7590,0,1,0,0,2.379282197,4.0600000e-07,-4.0600000e-07,133.6513650,1.390000e-04,-1.390000e-04,0.0030,0.0670,-0.0030,3.17290,0.00588,-0.00588,4.8434e+04,1.060e+02,-1.060e+02,25.74,8.170e+00,-2.930e+00,1571.0,,,1442.19,1309.84,-463.54,538.00,1,q1_q17_dr25_tce,6392.00,153.00,-230.00,4.399,0.054,-0.216,1.1620,0.3690,-0.1320,293.195070,39.907280,15.189
5217586,K01592.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,26.069251200,1.0460000e-04,-1.0460000e-04,143.1254900,3.420000e-03,-3.420000e-03,1.2060,6.8390,-0.0780,7.48700,0.15200,-0.15200,8.3150e+02,1.630e+01,-1.630e+01,23.61,6.530e+00,-4.030e+00,591.0,,,28.85,23.52,-11.29,59.70,1,q1_q17_dr25_tce,5585.00,152.00,-169.00,4.409,0.148,-0.204,0.9100,0.2520,-0.1550,298.902400,40.319530,14.106
5289854,K01593.01,Kepler-308 b,CONFIRMED,CANDIDATE,0.9640,0,0,0,0,9.695011460,4.6570000e-05,-4.6570000e-05,182.4541300,4.190000e-03,-4.190000e-03,0.2930,0.1440,-0.2930,2.75000,0.10300,-0.10300,5.1520e+02,3.090e+01,-3.090e+01,2.08,6.300e-01,-2.000e-01,833.0,,,114.06,102.70,-33.16,18.30,1,q1_q17_dr25_tce,5896.00,176.00,-194.00,4.516,0.052,-0.208,0.9140,0.2740,-0.0910,295.785160,40.439548,15.809
5289854,K01593.02,Kepler-308 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.382539400,1.1440000e-04,-1.1440000e-04,139.0764800,5.470000e-03,-5.470000e-03,0.0150,0.4430,-0.0150,3.81500,0.16200,-0.16200,5.5050e+02,3.300e+01,-3.300e+01,2.14,6.400e-01,-2.200e-01,714.0,,,61.61,55.47,-17.92,18.40,2,q1_q17_dr25_tce,5896.00,176.00,-194.00,4.516,0.052,-0.208,0.9140,0.2740,-0.0910,295.785160,40.439548,15.809
9895709,K01594.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,1.818939148,3.4500000e-06,-3.4500000e-06,133.1229900,1.560000e-03,-1.560000e-03,0.5600,0.3690,-0.5600,1.64400,0.32100,-0.32100,3.3120e+02,1.710e+01,-1.710e+01,1.82,5.500e-01,-1.800e-01,1549.0,,,1364.15,1227.34,-395.19,39.30,1,q1_q17_dr25_tce,6153.00,174.00,-196.00,4.487,0.052,-0.208,0.9620,0.2920,-0.0970,293.872650,46.714951,15.134
10006581,K01595.01,Kepler-902 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,40.109781700,1.4090000e-04,-1.4090000e-04,142.0822700,2.850000e-03,-2.850000e-03,0.0160,0.4320,-0.0160,5.20960,0.08690,-0.08690,7.3200e+02,2.080e+01,-2.080e+01,3.11,4.800e-01,-5.400e-01,556.0,,,22.65,9.49,-7.96,40.30,1,q1_q17_dr25_tce,5509.00,82.00,-71.00,4.265,0.168,-0.112,1.1690,0.1830,-0.2030,289.731690,46.953819,14.904
5972334,K00191.03,,CANDIDATE,CANDIDATE,0.9980,0,0,0,0,0.708621057,1.3570000e-06,-1.3570000e-06,133.3656500,1.660000e-03,-1.660000e-03,0.0330,0.4680,-0.0330,1.50410,0.05260,-0.05260,1.8750e+02,7.300e+00,-7.300e+00,1.20,1.200e-01,-9.000e-02,1846.0,,,2741.07,857.46,-579.60,30.50,3,q1_q17_dr25_tce,5422.00,108.00,-108.00,4.484,0.063,-0.077,0.8870,0.0900,-0.0670,295.287230,41.221958,14.991
6616218,K01692.02,Kepler-314 b,CONFIRMED,CANDIDATE,0.9590,0,0,0,0,2.461069620,1.2800000e-05,-1.2800000e-05,133.3213800,4.310000e-03,-4.310000e-03,0.5750,0.3660,-0.3560,2.18400,0.11000,-0.11000,8.4200e+01,5.300e+00,-5.300e+00,0.84,1.000e-01,-4.000e-02,1195.0,,,483.09,164.90,-73.83,18.00,2,q1_q17_dr25_tce,5418.00,98.00,-108.00,4.534,0.024,-0.102,0.8860,0.1040,-0.0370,294.674100,42.075581,12.557
6696462,K01693.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,0,1,0,0,3.403743926,2.8920000e-06,-2.8920000e-06,137.2325740,6.820000e-04,-6.820000e-04,1.0750,14.7400,-0.0640,1.50170,0.04000,-0.04000,8.1590e+02,1.740e+01,-1.740e+01,10.77,2.740e+00,-9.800e-01,1101.0,,,346.98,260.77,-93.62,59.50,1,q1_q17_dr25_tce,5596.00,152.00,-169.00,4.533,0.044,-0.165,0.8530,0.2170,-0.0780,293.259160,42.126629,14.980
7220429,K01700.01,Kepler-931 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.037537960,2.2690000e-05,-2.2690000e-05,139.3582000,2.370000e-03,-2.370000e-03,0.8210,0.0970,-0.5780,2.91180,0.06800,-0.06800,2.8650e+02,1.050e+01,-1.050e+01,1.54,2.000e-01,-1.700e-01,744.0,,,72.44,31.29,-22.28,31.10,1,q1_q17_dr25_tce,5044.00,151.00,-151.00,4.511,0.085,-0.570,0.8040,0.1030,-0.0930,297.132630,42.768250,14.471
7222086,K01701.01,,FALSE POSITIVE,FALSE POSITIVE,0.9830,0,1,0,0,2.439025750,5.9410000e-06,-5.9410000e-06,133.5847400,2.060000e-03,-2.060000e-03,0.4830,0.0460,-0.4260,1.15980,0.07230,-0.07230,8.2500e+01,5.300e+00,-5.300e+00,2.61,5.500e-01,-5.600e-01,2307.0,,,6700.04,3618.22,-2733.72,20.50,1,q1_q17_dr25_tce,6546.00,78.00,-78.00,3.817,0.165,-0.135,2.7840,0.5900,-0.5900,297.519070,42.777061,11.041
12406749,K01476.01,Kepler-1752 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,56.358798700,2.6550000e-04,-2.6550000e-04,222.3181900,3.680000e-03,-3.680000e-03,0.9060,0.0090,-0.0380,6.92700,0.26800,-0.26800,2.5596e+03,6.880e+01,-6.880e+01,5.04,9.600e-01,-5.200e-01,419.0,,,7.29,4.34,-2.10,44.40,1,q1_q17_dr25_tce,5446.00,162.00,-162.00,4.525,0.072,-0.126,0.8210,0.1570,-0.0850,290.854130,51.222809,15.792
8692861,K00172.02,Kepler-69 c,CONFIRMED,CANDIDATE,0.6930,0,0,0,0,242.467406000,2.6000000e-03,-2.6000000e-03,150.8582700,7.420000e-03,-7.420000e-03,0.1730,0.2630,-0.1730,12.80800,0.26500,-0.26500,3.4030e+02,1.520e+01,-1.520e+01,1.73,2.100e-01,-2.200e-01,286.0,,,1.59,0.59,-0.45,23.20,2,q1_q17_dr25_tce,5637.00,113.00,-101.00,4.399,0.132,-0.088,0.9430,0.1170,-0.1170,293.260930,44.868889,13.749
7811397,K01477.01,,CANDIDATE,CANDIDATE,0.9220,0,0,0,0,169.497608500,6.7690000e-04,-6.7690000e-04,228.9999700,2.760000e-03,-2.760000e-03,0.6250,0.0470,-0.4060,7.77000,0.20000,-0.20000,1.2192e+04,1.690e+02,-1.690e+02,9.06,9.000e-01,-2.800e-01,272.0,,,1.29,0.37,-0.14,82.80,1,q1_q17_dr25_tce,5270.00,84.00,-73.00,4.592,0.009,-0.077,0.7870,0.0780,-0.0240,287.653960,43.505718,15.917
12403119,K01478.01,Kepler-858 b,CONFIRMED,CANDIDATE,0.9610,0,0,0,0,76.136222220,5.2040000e-05,-5.2040000e-05,199.4762370,5.540000e-04,-5.540000e-04,0.0440,0.2530,-0.0440,7.93930,0.03290,-0.03290,2.9495e+03,1.000e+01,-1.000e+01,4.78,6.000e-01,-3.100e-01,399.0,,,6.01,2.24,-1.15,339.40,1,q1_q17_dr25_tce,5591.00,111.00,-111.00,4.494,0.053,-0.098,0.8920,0.1130,-0.0570,288.848630,51.209049,12.450
9842890,K01479.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,4.988387200,2.6860000e-05,-2.6860000e-05,358.2335000,3.690000e-03,-3.690000e-03,0.9390,0.0080,-0.0240,9.14200,0.29300,-0.29300,6.3820e+02,1.440e+01,-1.440e+01,2.59,7.400e-01,-2.500e-01,990.0,,,227.27,197.71,-64.86,52.90,1,q1_q17_dr25_tce,5819.00,174.00,-192.00,4.565,0.034,-0.184,0.8230,0.2380,-0.0790,296.438140,46.615360,15.752
8113154,K01542.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,2.586878667,1.8260000e-06,-1.8260000e-06,133.8170080,5.820000e-04,-5.820000e-04,0.6510,0.0130,-0.0220,6.16140,0.05860,-0.05860,2.5480e+04,1.190e+02,-1.190e+02,19.84,5.890e+00,-2.520e+00,1666.0,,,1823.52,1551.84,-616.21,261.30,1,q1_q17_dr25_tce,6812.00,165.00,-235.00,4.343,0.084,-0.182,1.1720,0.3480,-0.1490,296.877620,43.941631,12.897
5270698,K01543.01,,FALSE POSITIVE,FALSE POSITIVE,0.1860,0,1,0,0,3.964333304,1.3010000e-06,-1.3010000e-06,136.0295420,2.680000e-04,-2.680000e-04,0.0940,0.0440,-0.0940,4.71360,0.01410,-0.01410,2.5886e+04,7.370e+01,-7.370e+01,37.09,6.080e+00,-1.130e+01,1680.0,,,1881.78,806.68,-1019.43,408.50,1,q1_q17_dr25_tce,5758.00,77.00,-77.00,3.808,0.233,-0.093,2.3180,0.3800,-0.7060,290.447360,40.442890,14.985
5024450,K01544.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,1.525924389,3.8600000e-07,-3.8600000e-07,355.4795710,1.810000e-04,-1.810000e-04,1.2170,0.1470,-0.0890,3.15998,0.00992,-0.00992,2.4627e+04,7.040e+01,-7.040e+01,49.86,1.722e+01,-6.910e+00,1722.0,,,2072.80,2170.29,-776.23,423.90,1,q1_q17_dr25_tce,6203.00,194.00,-259.00,4.427,0.072,-0.217,1.0600,0.3660,-0.1470,295.320770,40.187359,15.063
5282049,K01545.01,,FALSE POSITIVE,FALSE POSITIVE,0.9260,0,1,0,0,5.910371418,7.0500000e-07,-7.0500000e-07,360.2852478,8.390000e-05,-8.390000e-05,0.0650,0.0630,-0.0440,3.88962,0.00306,-0.00306,1.7219e+04,1.930e+01,-1.930e+01,12.62,3.840e+00,-1.280e+00,1053.0,,,290.83,270.46,-91.57,990.30,1,q1_q17_dr25_tce,6200.00,200.00,-250.00,4.488,0.050,-0.200,0.9580,0.2910,-0.0970,293.836880,40.410450,15.169
5475431,K01546.01,,CANDIDATE,CANDIDATE,0.7330,0,0,0,0,0.917568975,5.1000000e-07,-5.1000000e-07,133.9324190,4.540000e-04,-4.540000e-04,0.6670,0.0570,-0.3300,2.06540,0.07160,-0.07160,1.5805e+04,1.610e+02,-1.610e+02,11.92,2.890e+00,-9.600e-01,1748.0,,,2197.57,1578.95,-572.78,128.10,1,q1_q17_dr25_tce,5713.00,154.00,-188.00,4.541,0.031,-0.168,0.8930,0.2170,-0.0720,298.513700,40.639622,14.456
10027323,K01596.01,Kepler-309 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.923657470,1.6330000e-05,-1.6330000e-05,134.6836100,2.160000e-03,-2.160000e-03,0.0450,0.3760,-0.0450,2.63020,0.07220,-0.07220,4.0650e+02,1.730e+01,-1.730e+01,0.99,7.000e-02,-9.000e-02,531.0,,,18.87,4.43,-4.65,26.40,1,q1_q17_dr25_tce,3883.00,69.00,-93.00,4.762,0.040,-0.036,0.4960,0.0360,-0.0440,297.509860,46.961262,15.157
10027323,K01596.02,Kepler-309 c,CONFIRMED,CANDIDATE,0.7380,0,0,0,0,105.358229900,5.2500000e-04,-5.2500000e-04,138.6806900,3.270000e-03,-3.270000e-03,0.7500,0.1960,-0.5110,3.81000,0.13700,-0.13700,1.2102e+03,5.610e+01,-5.610e+01,1.87,1.300e-01,-1.700e-01,204.0,,,0.41,0.09,-0.10,22.60,2,q1_q17_dr25_tce,3883.00,69.00,-93.00,4.762,0.040,-0.036,0.4960,0.0360,-0.0440,297.509860,46.961262,15.157
12019440,K00186.01,Kepler-485 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,3.243259880,2.0900000e-07,-2.0900000e-07,133.6690203,5.240000e-05,-5.240000e-05,0.1170,0.0280,-0.0800,3.03318,0.00154,-0.00154,1.6451e+04,1.180e+01,-1.180e+01,12.91,2.110e+00,-9.100e-01,1243.0,,,563.17,236.50,-104.64,1586.20,1,q1_q17_dr25_tce,5823.00,69.00,-87.00,4.438,0.051,-0.127,1.0130,0.1660,-0.0710,294.996310,50.470058,14.952
5039228,K01597.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.796687810,2.0650000e-05,-2.0650000e-05,134.4208100,2.200000e-03,-2.200000e-03,0.0050,0.4260,-0.0050,4.66990,0.06390,-0.06390,3.6130e+02,8.700e+00,-8.700e+00,2.44,4.900e-01,-1.300e-01,1116.0,,,366.42,199.97,-65.89,48.50,1,q1_q17_dr25_tce,6521.00,117.00,-143.00,4.352,0.025,-0.136,1.2760,0.2550,-0.0680,298.368840,40.173424,12.681
10004738,K01598.01,Kepler-310 c,CONFIRMED,CANDIDATE,0.9860,0,0,0,0,56.475806900,1.2810000e-04,-1.2810000e-04,143.8112800,1.870000e-03,-1.870000e-03,0.8620,0.0190,-0.5870,5.96100,0.16900,-0.16900,1.0918e+03,1.670e+01,-1.670e+01,3.22,2.500e-01,-1.400e-01,417.0,,,7.14,1.61,-0.96,70.00,1,q1_q17_dr25_tce,5497.00,74.00,-82.00,4.570,0.014,-0.063,0.8390,0.0650,-0.0350,288.839360,46.986740,14.279
10004738,K01598.02,Kepler-310 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,92.874729400,4.9610000e-04,-4.9610000e-04,145.9353500,3.770000e-03,-3.770000e-03,0.9170,0.0170,-0.6290,7.47400,0.21700,-0.21700,6.5880e+02,1.820e+01,-1.820e+01,2.64,2.100e-01,-1.100e-01,353.0,,,3.68,0.83,-0.50,37.90,2,q1_q17_dr25_tce,5497.00,74.00,-82.00,4.570,0.014,-0.063,0.8390,0.0650,-0.0350,288.839360,46.986740,14.279
7304449,K01702.01,Kepler-1650 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,1.538180949,1.6150000e-06,-1.6150000e-06,131.8228230,8.960000e-04,-8.960000e-04,0.9320,0.0630,-0.6790,1.26350,0.05380,-0.05380,8.4100e+02,2.240e+01,-2.240e+01,1.00,2.300e-01,-1.800e-01,602.0,,,30.85,19.76,-11.82,47.70,1,q1_q17_dr25_tce,3364.00,74.00,-67.00,4.978,0.070,-0.070,0.2740,0.0620,-0.0500,297.729250,42.866920,15.722
7386827,K01704.01,Kepler-1765 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.418891500,2.3880000e-05,-2.3880000e-05,137.7497100,1.930000e-03,-1.930000e-03,0.8560,0.0510,-0.5940,3.00690,0.04850,-0.04850,6.7000e+02,1.850e+01,-1.850e+01,3.17,9.300e-01,-5.700e-01,855.0,,,126.48,111.61,-51.22,42.10,1,q1_q17_dr25_tce,5692.00,173.00,-173.00,4.360,0.132,-0.198,1.0640,0.3110,-0.1910,298.014430,42.957458,14.860
7522911,K01705.01,Kepler-1670 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.499876300,1.7160000e-04,-1.7160000e-04,131.8206800,6.640000e-03,-6.640000e-03,0.9430,0.0000,-0.7000,6.50100,0.14200,-0.14200,4.3780e+02,2.280e+01,-2.280e+01,2.80,9.200e-01,-3.100e-01,731.0,,,67.67,65.55,-21.10,21.10,1,q1_q17_dr25_tce,6249.00,174.00,-217.00,4.428,0.067,-0.202,1.0760,0.3530,-0.1180,290.326510,43.121830,15.442
7626370,K01706.01,Kepler-932 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.921437488,2.1960000e-06,-2.1960000e-06,131.8062040,9.610000e-04,-9.610000e-04,0.9190,0.0310,-0.6720,1.90460,0.02850,-0.02850,2.7870e+02,5.800e+00,-5.800e+00,1.77,4.100e-01,-2.400e-01,1276.0,,,626.79,443.77,-203.34,56.70,1,q1_q17_dr25_tce,5238.00,158.00,-142.00,4.472,0.117,-0.273,0.8510,0.1970,-0.1120,296.952060,43.271969,14.131
7703955,K01707.01,Kepler-315 b,CONFIRMED,CANDIDATE,0.9980,0,0,0,0,96.109323000,2.0320000e-03,-2.0320000e-03,187.6990000,1.010000e-02,-1.010000e-02,0.9480,0.0400,-0.5350,9.87700,0.78400,-0.78400,9.8230e+02,4.830e+01,-4.830e+01,4.01,5.400e-01,-5.400e-01,409.0,,,6.59,2.54,-2.00,28.70,1,q1_q17_dr25_tce,5792.00,104.00,-104.00,4.375,0.126,-0.103,1.0050,0.1360,-0.1360,298.023100,43.363522,15.321
7512982,K01480.01,Kepler-859 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.381748020,5.2390000e-05,-5.2390000e-05,142.3149900,2.090000e-03,-2.090000e-03,0.2950,0.1480,-0.2950,3.79220,0.06920,-0.06920,1.5971e+03,3.670e+01,-3.670e+01,3.16,1.100e-01,-2.200e-01,528.0,,,18.36,2.57,-3.52,46.80,1,q1_q17_dr25_tce,4883.00,77.00,-87.00,4.515,0.064,-0.020,0.8080,0.0280,-0.0550,286.741880,43.190102,15.887
7512982,K01480.02,,CANDIDATE,CANDIDATE,0.9770,0,0,0,0,7.004478920,6.2560000e-05,-6.2560000e-05,137.8990200,6.350000e-03,-6.350000e-03,0.1390,0.3190,-0.1390,2.66900,0.19400,-0.19400,2.3140e+02,2.640e+01,-2.640e+01,1.19,4.000e-02,-8.000e-02,754.0,,,76.26,10.65,-14.63,9.90,2,q1_q17_dr25_tce,4883.00,77.00,-87.00,4.515,0.064,-0.020,0.8080,0.0280,-0.0550,286.741880,43.190102,15.887
